points,value,error
2908, 0.5327, 0.0092
2909, 0.5253, 0.0018
2910, 0.5323, 0.0088
2911, 0.5125, -0.0110
2912, 0.5299, 0.0064
2913, 0.5064, -0.0171
2914, 0.5196, -0.0039
2915, 0.5383, 0.0148
2916, 0.5333, 0.0098
2917, 0.5190, -0.0045
2918, 0.5446, 0.0211
2919, 0.5289, 0.0054
2920, 0.5349, 0.0114
2921, 0.5115, -0.0120
2922, 0.5366, 0.0131
2923, 0.5299, 0.0064
2924, 0.5342, 0.0107
2925, 0.5217, -0.0018
2926, 0.5287, 0.0052
2927, 0.5125, -0.0110
2928, 0.5181, -0.0054
2929, 0.5388, 0.0153
2930, 0.5362, 0.0127
2931, 0.5309, 0.0074
2932, 0.5174, -0.0061
2933, 0.5247, 0.0012
2934, 0.5269, 0.0034
2935, 0.5233, -0.0002
2936, 0.5160, -0.0075
2937, 0.5315, 0.0080
2938, 0.5320, 0.0085
2939, 0.5373, 0.0138
2940, 0.5241, 0.0006
2941, 0.5298, 0.0063
2942, 0.5170, -0.0065
2943, 0.5236, 0.0001
2944, 0.5031, -0.0204
2945, 0.5233, -0.0002
2946, 0.5251, 0.0016
2947, 0.5127, -0.0108
2948, 0.5234, -0.0001
2949, 0.5154, -0.0081
2950, 0.5231, -0.0004
2951, 0.5232, -0.0003
2952, 0.5332, 0.0097
2953, 0.5293, 0.0058
2954, 0.4966, -0.0269
2955, 0.5195, -0.0040
2956, 0.5169, -0.0066
2957, 0.5225, -0.0010
2958, 0.5281, 0.0046
2959, 0.5083, -0.0152
2960, 0.5348, 0.0113
2961, 0.5377, 0.0142
2962, 0.5311, 0.0076
2963, 0.5430, 0.0195
2964, 0.5118, -0.0117
2965, 0.5191, -0.0044
2966, 0.5172, -0.0063
2967, 0.5221, -0.0014
2968, 0.5361, 0.0126
2969, 0.5264, 0.0029
2970, 0.5337, 0.0102
2971, 0.5200, -0.0035
2972, 0.5252, 0.0017
2973, 0.5187, -0.0048
2974, 0.5323, 0.0088
2975, 0.5277, 0.0042
2976, 0.5114, -0.0121
2977, 0.5274, 0.0039
2978, 0.5225, -0.0010
2979, 0.5136, -0.0099
2980, 0.5208, -0.0027
2981, 0.5253, 0.0018
2982, 0.5439, 0.0204
2983, 0.5287, 0.0052
2984, 0.5057, -0.0178
2985, 0.5330, 0.0095
2986, 0.5188, -0.0047
2987, 0.5390, 0.0155
2988, 0.5234, -0.0001
2989, 0.5259, 0.0024
2990, 0.5247, 0.0012
2991, 0.5222, -0.0013
2992, 0.5247, 0.0012
2993, 0.4982, -0.0253
2994, 0.5084, -0.0151
2995, 0.5152, -0.0083
2996, 0.5150, -0.0085
2997, 0.5295, 0.0060
2998, 0.5067, -0.0168
2999, 0.5195, -0.0040
