points,value,error
1928, 0.5197, -0.003800
1929, 0.5267, 0.003200
1930, 0.5280, 0.004500
1931, 0.5412, 0.01770
1932, 0.5212, -0.002300
1933, 0.5210, -0.002500
1934, 0.5419, 0.01840
1935, 0.5333, 0.009800
1936, 0.5124, -0.01110
1937, 0.5157, -0.007800
1938, 0.5273, 0.003800
1939, 0.5291, 0.005600
1940, 0.5407, 0.01720
1941, 0.5188, -0.004700
1942, 0.5536, 0.03010
1943, 0.5111, -0.01240
1944, 0.5334, 0.009900
1945, 0.5296, 0.006100
1946, 0.5298, 0.006300
1947, 0.5403, 0.01680
1948, 0.5262, 0.002700
1949, 0.5300, 0.006500
1950, 0.5108, -0.01270
1951, 0.5387, 0.01520
1952, 0.5266, 0.003100
1953, 0.5259, 0.002400
1954, 0.5210, -0.002500
1955, 0.5038, -0.01970
1956, 0.5286, 0.005100
1957, 0.5018, -0.02170
1958, 0.5117, -0.01180
1959, 0.5227, -0.0008000
1960, 0.5219, -0.001600
1961, 0.5309, 0.007400
1962, 0.5138, -0.009700
1963, 0.5125, -0.01100
1964, 0.5214, -0.002100
1965, 0.5384, 0.01490
1966, 0.5244, 0.0009000
1967, 0.5369, 0.01340
1968, 0.5310, 0.007500
1969, 0.5272, 0.003700
1970, 0.5213, -0.002200
1971, 0.5393, 0.01580
1972, 0.5223, -0.001200
1973, 0.5231, -0.0004000
1974, 0.5213, -0.002200
1975, 0.5408, 0.01730
1976, 0.5096, -0.01390
1977, 0.5240, 0.0005000
1978, 0.5389, 0.01540
1979, 0.5179, -0.005600
1980, 0.5141, -0.009400
1981, 0.5260, 0.002500
1982, 0.5358, 0.01230
1983, 0.5154, -0.008100
1984, 0.5413, 0.01780
1985, 0.5078, -0.01570
1986, 0.5307, 0.007200
1987, 0.5164, -0.007100
1988, 0.5091, -0.01440
1989, 0.4997, -0.02380
1990, 0.5206, -0.002900
1991, 0.5284, 0.004900
1992, 0.5356, 0.01210
1993, 0.5198, -0.003700
1994, 0.5231, -0.0004000
1995, 0.5313, 0.007800
1996, 0.5316, 0.008100
1997, 0.5253, 0.001800
1998, 0.5245, 0.001000
1999, 0.5198, -0.003700
2000, 0.524, 0.0005000
2001, 0.5312, 0.007700
2002, 0.5105, -0.01300
2003, 0.5077, -0.01580
2004, 0.5230, -0.0005000
2005, 0.5192, -0.004300
2006, 0.5080, -0.01550
2007, 0.4968, -0.02670
2008, 0.5229, -0.0006000
2009, 0.5182, -0.005300
2010, 0.5194, -0.004100
2011, 0.5445, 0.02100
2012, 0.5427, 0.01920
2013, 0.5241, 0.0006000
2014, 0.5228, -0.0007000
2015, 0.5146, -0.008900
2016, 0.5293, 0.005800
2017, 0.5285, 0.005000
2018, 0.5307, 0.007200
2019, 0.5121, -0.01140
2020, 0.5203, -0.003200
2021, 0.5186, -0.004900
2022, 0.5366, 0.01310
2023, 0.5175, -0.006000
2024, 0.5277, 0.004200
2025, 0.5274, 0.003900
2026, 0.5069, -0.01660
2027, 0.5466, 0.02310
2028, 0.5104, -0.01310
2029, 0.5160, -0.007500
2030, 0.5217, -0.001800
2031, 0.5032, -0.02030
2032, 0.5226, -0.0009000
2033, 0.5322, 0.008700
2034, 0.5369, 0.01340
2035, 0.5243, 0.0008000
2036, 0.5472, 0.02370
2037, 0.5268, 0.003300
2038, 0.5093, -0.01420
2039, 0.5110, -0.01250
2040, 0.5157, -0.007800
2041, 0.5321, 0.008600
2042, 0.5186, -0.004900
2043, 0.5360, 0.01250
2044, 0.5318, 0.008300
2045, 0.5257, 0.002200
2046, 0.5357, 0.01220
2047, 0.5178, -0.005700
2048, 0.5225, -0.001000
2049, 0.5334, 0.009900
2050, 0.5141, -0.009400
2051, 0.5368, 0.01330
2052, 0.5093, -0.01420
2053, 0.5402, 0.01670
2054, 0.5428, 0.01930
2055, 0.5255, 0.002000
2056, 0.5185, -0.005000
2057, 0.5119, -0.01160
2058, 0.5258, 0.002300
2059, 0.5134, -0.01010
2060, 0.5442, 0.02070
2061, 0.5085, -0.01500
2062, 0.5039, -0.01960
2063, 0.5356, 0.01210
2064, 0.5126, -0.01090
2065, 0.5080, -0.01550
2066, 0.5281, 0.004600
2067, 0.5389, 0.01540
2068, 0.5261, 0.002600
2069, 0.5070, -0.01650
2070, 0.5203, -0.003200
2071, 0.5186, -0.004900
2072, 0.5362, 0.01270
2073, 0.5244, 0.0009000
2074, 0.5362, 0.01270
2075, 0.5436, 0.02010
2076, 0.5328, 0.009300
2077, 0.5277, 0.004200
2078, 0.5164, -0.007100
2079, 0.4901, -0.03340
2080, 0.5264, 0.002900
2081, 0.5199, -0.003600
2082, 0.5211, -0.002400
2083, 0.5334, 0.009900
2084, 0.5336, 0.01010
2085, 0.5353, 0.01180
2086, 0.5158, -0.007700
2087, 0.5208, -0.002700
2088, 0.5096, -0.01390
2089, 0.5342, 0.01070
2090, 0.5431, 0.01960
2091, 0.5184, -0.005100
2092, 0.5315, 0.008000
2093, 0.4983, -0.02520
2094, 0.5258, 0.002300
2095, 0.5236, 0.0001000
2096, 0.5196, -0.003900
2097, 0.5250, 0.001500
2098, 0.5167, -0.006800
2099, 0.5174, -0.006100
2100, 0.5262, 0.002700
2101, 0.5145, -0.009000
2102, 0.5057, -0.01780
2103, 0.5159, -0.007600
2104, 0.5299, 0.006400
2105, 0.5249, 0.001400
2106, 0.5190, -0.004500
2107, 0.5216, -0.001900
2108, 0.5218, -0.001700
2109, 0.5173, -0.006200
2110, 0.5270, 0.003500
2111, 0.5206, -0.002900
2112, 0.5104, -0.01310
2113, 0.5263, 0.002800
2114, 0.5322, 0.008700
2115, 0.5154, -0.008100
2116, 0.5250, 0.001500
2117, 0.5357, 0.01220
2118, 0.5142, -0.009300
2119, 0.5281, 0.004600
2120, 0.5467, 0.02320
2121, 0.5125, -0.01100
2122, 0.5052, -0.01830
2123, 0.5064, -0.01710
2124, 0.5137, -0.009800
2125, 0.5031, -0.02040
2126, 0.5480, 0.02450
2127, 0.5209, -0.002600
2128, 0.5235, 3.464E-17
2129, 0.5040, -0.01950
2130, 0.5150, -0.008500
2131, 0.5232, -0.0003000
2132, 0.5136, -0.009900
2133, 0.5195, -0.004000
2134, 0.5244, 0.0009000
2135, 0.5180, -0.005500
2136, 0.5248, 0.001300
2137, 0.5049, -0.01860
2138, 0.5201, -0.003400
2139, 0.5171, -0.006400
2140, 0.5276, 0.004100
2141, 0.5217, -0.001800
2142, 0.5028, -0.02070
2143, 0.5044, -0.01910
2144, 0.5257, 0.002200
2145, 0.5305, 0.007000
2146, 0.5363, 0.01280
2147, 0.5207, -0.002800
2148, 0.5256, 0.002100
2149, 0.5282, 0.004700
2150, 0.5181, -0.005400
2151, 0.5235, 3.464E-17
2152, 0.5372, 0.01370
2153, 0.5179, -0.005600
2154, 0.5116, -0.01190
2155, 0.5197, -0.003800
2156, 0.5135, -0.01000
2157, 0.5188, -0.004700
2158, 0.5278, 0.004300
2159, 0.5141, -0.009400
2160, 0.5227, -0.0008000
2161, 0.5280, 0.004500
2162, 0.5338, 0.01030
2163, 0.5164, -0.007100
2164, 0.5111, -0.01240
2165, 0.5215, -0.002000
2166, 0.5129, -0.01060
2167, 0.5399, 0.01640
2168, 0.5327, 0.009200
2169, 0.5320, 0.008500
2170, 0.5230, -0.0005000
2171, 0.5357, 0.01220
2172, 0.5226, -0.0009000
2173, 0.5311, 0.007600
2174, 0.5161, -0.007400
2175, 0.5402, 0.01670
2176, 0.5290, 0.005500
2177, 0.5113, -0.01220
2178, 0.5152, -0.008300
2179, 0.5287, 0.005200
2180, 0.5239, 0.0004000
2181, 0.5177, -0.005800
2182, 0.5060, -0.01750
2183, 0.5447, 0.02120
2184, 0.5366, 0.01310
2185, 0.5094, -0.01410
2186, 0.5480, 0.02450
2187, 0.5286, 0.005100
2188, 0.5293, 0.005800
2189, 0.5153, -0.008200
2190, 0.5187, -0.004800
2191, 0.5349, 0.01140
2192, 0.5283, 0.004800
2193, 0.5226, -0.0009000
2194, 0.5433, 0.01980
2195, 0.5189, -0.004600
2196, 0.5264, 0.002900
2197, 0.5376, 0.01410
2198, 0.5305, 0.007000
2199, 0.5230, -0.0005000
2200, 0.5109, -0.01260
2201, 0.5066, -0.01690
2202, 0.5213, -0.002200
2203, 0.5166, -0.006900
2204, 0.5295, 0.006000
2205, 0.5288, 0.005300
2206, 0.5222, -0.001300
2207, 0.5220, -0.001500
2208, 0.5032, -0.02030
2209, 0.5414, 0.01790
2210, 0.5457, 0.02220
2211, 0.5075, -0.01600
2212, 0.5439, 0.02040
2213, 0.5282, 0.004700
2214, 0.5212, -0.002300
2215, 0.5246, 0.001100
2216, 0.5384, 0.01490
2217, 0.5246, 0.001100
2218, 0.5180, -0.005500
2219, 0.5047, -0.01880
2220, 0.5113, -0.01220
2221, 0.5115, -0.01200
2222, 0.5297, 0.006200
2223, 0.5070, -0.01650
2224, 0.5414, 0.01790
2225, 0.5258, 0.002300
2226, 0.5171, -0.006400
2227, 0.5438, 0.02030
2228, 0.5197, -0.003800
2229, 0.5191, -0.004400
2230, 0.5269, 0.003400
2231, 0.5137, -0.009800
2232, 0.5170, -0.006500
2233, 0.5087, -0.01480
2234, 0.5228, -0.0007000
2235, 0.5383, 0.01480
2236, 0.5411, 0.01760
2237, 0.5391, 0.01560
2238, 0.5241, 0.0006000
2239, 0.5221, -0.001400
2240, 0.5045, -0.01900
2241, 0.5221, -0.001400
2242, 0.5241, 0.0006000
2243, 0.5065, -0.01700
2244, 0.5053, -0.01820
2245, 0.5274, 0.003900
2246, 0.5214, -0.002100
2247, 0.5425, 0.01900
2248, 0.5178, -0.005700
2249, 0.5153, -0.008200
2250, 0.5151, -0.008400
2251, 0.5202, -0.003300
2252, 0.5457, 0.02220
2253, 0.5255, 0.002000
2254, 0.5142, -0.009300
2255, 0.5166, -0.006900
2256, 0.5332, 0.009700
2257, 0.5370, 0.01350
2258, 0.5412, 0.01770
2259, 0.5193, -0.004200
2260, 0.5177, -0.005800
2261, 0.5161, -0.007400
2262, 0.5221, -0.001400
2263, 0.5395, 0.01600
2264, 0.4996, -0.02390
2265, 0.5285, 0.005000
2266, 0.5252, 0.001700
2267, 0.5077, -0.01580
2268, 0.5128, -0.01070
2269, 0.5245, 0.001000
2270, 0.5348, 0.01130
2271, 0.5275, 0.004000
2272, 0.5326, 0.009100
2273, 0.5447, 0.02120
2274, 0.5237, 0.0002000
2275, 0.5262, 0.002700
2276, 0.5101, -0.01340
2277, 0.5112, -0.01230
2278, 0.5048, -0.01870
2279, 0.5239, 0.0004000
2280, 0.5294, 0.005900
2281, 0.5309, 0.007400
2282, 0.5272, 0.003700
2283, 0.5261, 0.002600
2284, 0.5166, -0.006900
2285, 0.5212, -0.002300
2286, 0.5179, -0.005600
2287, 0.5160, -0.007500
2288, 0.5227, -0.0008000
2289, 0.5199, -0.003600
2290, 0.5153, -0.008200
2291, 0.5299, 0.006400
2292, 0.5175, -0.006000
2293, 0.5377, 0.01420
2294, 0.5283, 0.004800
2295, 0.5159, -0.007600
2296, 0.5327, 0.009200
2297, 0.5298, 0.006300
2298, 0.5309, 0.007400
2299, 0.5276, 0.004100
2300, 0.5265, 0.003000
2301, 0.5115, -0.01200
2302, 0.5200, -0.003500
2303, 0.5106, -0.01290
2304, 0.5282, 0.004700
2305, 0.5150, -0.008500
2306, 0.5321, 0.008600
2307, 0.5249, 0.001400
2308, 0.5243, 0.0008000
2309, 0.5015, -0.02200
2310, 0.5234, -0.0001000
2311, 0.5206, -0.002900
2312, 0.5121, -0.01140
2313, 0.5383, 0.01480
2314, 0.5207, -0.002800
2315, 0.5274, 0.003900
2316, 0.5086, -0.01490
2317, 0.5140, -0.009500
2318, 0.5237, 0.0002000
2319, 0.5455, 0.02200
2320, 0.5194, -0.004100
2321, 0.5222, -0.001300
2322, 0.5293, 0.005800
2323, 0.5295, 0.006000
2324, 0.5318, 0.008300
2325, 0.5424, 0.01890
2326, 0.5327, 0.009200
2327, 0.5221, -0.001400
2328, 0.5331, 0.009600
2329, 0.5191, -0.004400
2330, 0.5403, 0.01680
2331, 0.5255, 0.002000
2332, 0.5322, 0.008700
2333, 0.5276, 0.004100
2334, 0.5146, -0.008900
2335, 0.5225, -0.001000
2336, 0.5193, -0.004200
2337, 0.5332, 0.009700
2338, 0.5158, -0.007700
2339, 0.5203, -0.003200
2340, 0.5436, 0.02010
2341, 0.5314, 0.007900
2342, 0.5260, 0.002500
2343, 0.5378, 0.01430
2344, 0.5307, 0.007200
2345, 0.5335, 0.01000
2346, 0.5273, 0.003800
2347, 0.5334, 0.009900
2348, 0.5145, -0.009000
2349, 0.5275, 0.004000
2350, 0.5209, -0.002600
2351, 0.5130, -0.01050
2352, 0.5289, 0.005400
2353, 0.5062, -0.01730
2354, 0.5246, 0.001100
2355, 0.5248, 0.001300
2356, 0.5178, -0.005700
2357, 0.5062, -0.01730
2358, 0.5297, 0.006200
2359, 0.5248, 0.001300
2360, 0.5373, 0.01380
2361, 0.5214, -0.002100
2362, 0.5157, -0.007800
2363, 0.5176, -0.005900
2364, 0.5148, -0.008700
2365, 0.5230, -0.0005000
2366, 0.5190, -0.004500
2367, 0.5163, -0.007200
2368, 0.5093, -0.01420
2369, 0.5158, -0.007700
2370, 0.5110, -0.01250
2371, 0.5420, 0.01850
2372, 0.5202, -0.003300
2373, 0.5314, 0.007900
2374, 0.5295, 0.006000
2375, 0.5078, -0.01570
2376, 0.5240, 0.0005000
2377, 0.5389, 0.01540
2378, 0.5370, 0.01350
2379, 0.5305, 0.007000
2380, 0.5084, -0.01510
2381, 0.5288, 0.005300
2382, 0.5017, -0.02180
2383, 0.5073, -0.01620
2384, 0.5164, -0.007100
2385, 0.5296, 0.006100
2386, 0.5155, -0.008000
2387, 0.5270, 0.003500
2388, 0.5230, -0.0005000
2389, 0.5174, -0.006100
2390, 0.5176, -0.005900
2391, 0.5282, 0.004700
2392, 0.5309, 0.007400
2393, 0.5316, 0.008100
2394, 0.5368, 0.01330
2395, 0.5040, -0.01950
2396, 0.5271, 0.003600
2397, 0.5340, 0.01050
2398, 0.5192, -0.004300
2399, 0.5302, 0.006700
2400, 0.4979, -0.02560
2401, 0.5094, -0.01410
2402, 0.5458, 0.02230
2403, 0.5214, -0.002100
2404, 0.5250, 0.001500
2405, 0.5164, -0.007100
2406, 0.5191, -0.004400
2407, 0.5293, 0.005800
2408, 0.5116, -0.01190
2409, 0.5152, -0.008300
2410, 0.5166, -0.006900
2411, 0.5305, 0.007000
2412, 0.5182, -0.005300
2413, 0.5313, 0.007800
2414, 0.5224, -0.001100
2415, 0.5230, -0.0005000
2416, 0.5157, -0.007800
2417, 0.5532, 0.02970
2418, 0.5203, -0.003200
2419, 0.5097, -0.01380
2420, 0.5264, 0.002900
2421, 0.5089, -0.01460
2422, 0.5429, 0.01940
2423, 0.5266, 0.003100
2424, 0.5235, 3.464E-17
2425, 0.5258, 0.002300
2426, 0.5214, -0.002100
2427, 0.5204, -0.003100
2428, 0.5321, 0.008600
2429, 0.5393, 0.01580
2430, 0.5333, 0.009800
2431, 0.5331, 0.009600
2432, 0.5325, 0.009000
2433, 0.5265, 0.003000
2434, 0.5193, -0.004200
2435, 0.5121, -0.01140
2436, 0.5443, 0.02080
2437, 0.5109, -0.01260
2438, 0.5176, -0.005900
2439, 0.5166, -0.006900
2440, 0.5172, -0.006300
2441, 0.5145, -0.009000
2442, 0.5291, 0.005600
2443, 0.5084, -0.01510
2444, 0.5282, 0.004700
2445, 0.5305, 0.007000
2446, 0.5221, -0.001400
2447, 0.5202, -0.003300
2448, 0.5270, 0.003500
2449, 0.5218, -0.001700
2450, 0.5180, -0.005500
2451, 0.5288, 0.005300
2452, 0.5045, -0.01900
2453, 0.5353, 0.01180
2454, 0.5122, -0.01130
2455, 0.5222, -0.001300
2456, 0.5346, 0.01110
2457, 0.5092, -0.01430
2458, 0.5362, 0.01270
2459, 0.5234, -0.0001000
2460, 0.5325, 0.009000
2461, 0.5266, 0.003100
2462, 0.5426, 0.01910
2463, 0.5371, 0.01360
2464, 0.5390, 0.01550
2465, 0.5225, -0.001000
2466, 0.5292, 0.005700
2467, 0.5229, -0.0006000
2468, 0.5328, 0.009300
2469, 0.5188, -0.004700
2470, 0.5429, 0.01940
2471, 0.5225, -0.001000
2472, 0.5150, -0.008500
2473, 0.5071, -0.01640
2474, 0.5352, 0.01170
2475, 0.5176, -0.005900
2476, 0.5133, -0.01020
2477, 0.5006, -0.02290
2478, 0.5206, -0.002900
2479, 0.5204, -0.003100
2480, 0.5020, -0.02150
2481, 0.5200, -0.003500
2482, 0.5048, -0.01870
2483, 0.5248, 0.001300
2484, 0.5238, 0.0003000
2485, 0.5058, -0.01770
2486, 0.5080, -0.01550
2487, 0.5171, -0.006400
2488, 0.5052, -0.01830
2489, 0.5211, -0.002400
2490, 0.5153, -0.008200
2491, 0.5227, -0.0008000
2492, 0.5201, -0.003400
2493, 0.5150, -0.008500
2494, 0.5345, 0.01100
2495, 0.5134, -0.01010
2496, 0.5212, -0.002300
2497, 0.5174, -0.006100
2498, 0.5276, 0.004100
2499, 0.5318, 0.008300
2500, 0.5404, 0.01690
2501, 0.5230, -0.0005000
2502, 0.5264, 0.002900
2503, 0.5134, -0.01010
2504, 0.5120, -0.01150
2505, 0.5158, -0.007700
2506, 0.5275, 0.004000
2507, 0.5261, 0.002600
2508, 0.5343, 0.01080
2509, 0.5134, -0.01010
2510, 0.5247, 0.001200
2511, 0.5217, -0.001800
2512, 0.5318, 0.008300
2513, 0.5400, 0.01650
2514, 0.5080, -0.01550
2515, 0.5201, -0.003400
2516, 0.5115, -0.01200
2517, 0.5276, 0.004100
2518, 0.5437, 0.02020
2519, 0.5272, 0.003700
2520, 0.5313, 0.007800
2521, 0.5129, -0.01060
2522, 0.5262, 0.002700
2523, 0.5101, -0.01340
2524, 0.5230, -0.0005000
2525, 0.5141, -0.009400
2526, 0.5210, -0.002500
2527, 0.5283, 0.004800
2528, 0.5099, -0.01360
2529, 0.5295, 0.006000
2530, 0.5209, -0.002600
2531, 0.5235, 3.464E-17
2532, 0.5111, -0.01240
2533, 0.5180, -0.005500
2534, 0.5091, -0.01440
2535, 0.5176, -0.005900
2536, 0.5138, -0.009700
2537, 0.5195, -0.004000
2538, 0.5292, 0.005700
2539, 0.5171, -0.006400
2540, 0.5260, 0.002500
2541, 0.5277, 0.004200
2542, 0.5149, -0.008600
2543, 0.5305, 0.007000
2544, 0.5126, -0.01090
2545, 0.5179, -0.005600
2546, 0.5165, -0.007000
2547, 0.5238, 0.0003000
2548, 0.5271, 0.003600
2549, 0.5320, 0.008500
2550, 0.5294, 0.005900
2551, 0.5241, 0.0006000
2552, 0.5188, -0.004700
2553, 0.5182, -0.005300
2554, 0.5215, -0.002000
2555, 0.5080, -0.01550
2556, 0.5168, -0.006700
2557, 0.5119, -0.01160
2558, 0.5211, -0.002400
2559, 0.5385, 0.01500
2560, 0.5324, 0.008900
2561, 0.5310, 0.007500
2562, 0.5500, 0.02650
2563, 0.5244, 0.0009000
2564, 0.5191, -0.004400
2565, 0.5205, -0.003000
2566, 0.5125, -0.01100
2567, 0.5360, 0.01250
2568, 0.5167, -0.006800
2569, 0.5029, -0.02060
2570, 0.5292, 0.005700
2571, 0.5251, 0.001600
2572, 0.5167, -0.006800
2573, 0.5146, -0.008900
2574, 0.5101, -0.01340
2575, 0.5087, -0.01480
2576, 0.5190, -0.004500
2577, 0.5359, 0.01240
2578, 0.5209, -0.002600
2579, 0.5258, 0.002300
2580, 0.5221, -0.001400
2581, 0.5246, 0.001100
2582, 0.5194, -0.004100
2583, 0.5207, -0.002800
2584, 0.5236, 0.0001000
2585, 0.5122, -0.01130
2586, 0.5278, 0.004300
2587, 0.5168, -0.006700
2588, 0.5309, 0.007400
2589, 0.5183, -0.005200
2590, 0.5293, 0.005800
2591, 0.5257, 0.002200
2592, 0.5436, 0.02010
2593, 0.5322, 0.008700
2594, 0.5439, 0.02040
2595, 0.5195, -0.004000
2596, 0.5270, 0.003500
2597, 0.5144, -0.009100
2598, 0.5485, 0.02500
2599, 0.5210, -0.002500
2600, 0.5127, -0.01080
2601, 0.5056, -0.01790
2602, 0.5061, -0.01740
2603, 0.5094, -0.01410
2604, 0.5323, 0.008800
2605, 0.5298, 0.006300
2606, 0.5318, 0.008300
2607, 0.5205, -0.003000
2608, 0.5188, -0.004700
2609, 0.5182, -0.005300
2610, 0.5249, 0.001400
2611, 0.5389, 0.01540
2612, 0.5188, -0.004700
2613, 0.4990, -0.02450
2614, 0.5417, 0.01820
2615, 0.5308, 0.007300
2616, 0.5172, -0.006300
2617, 0.5208, -0.002700
2618, 0.5088, -0.01470
2619, 0.5193, -0.004200
2620, 0.5351, 0.01160
2621, 0.5223, -0.001200
2622, 0.5221, -0.001400
2623, 0.5288, 0.005300
2624, 0.5202, -0.003300
2625, 0.5185, -0.005000
2626, 0.5354, 0.01190
2627, 0.5181, -0.005400
2628, 0.5065, -0.01700
2629, 0.5401, 0.01660
2630, 0.5194, -0.004100
2631, 0.5336, 0.01010
2632, 0.5338, 0.01030
2633, 0.5382, 0.01470
2634, 0.5076, -0.01590
2635, 0.5214, -0.002100
2636, 0.5315, 0.008000
2637, 0.5271, 0.003600
2638, 0.5262, 0.002700
2639, 0.5229, -0.0006000
2640, 0.5148, -0.008700
2641, 0.5199, -0.003600
2642, 0.5360, 0.01250
2643, 0.5263, 0.002800
2644, 0.5155, -0.008000
2645, 0.5142, -0.009300
2646, 0.5057, -0.01780
2647, 0.5259, 0.002400
2648, 0.5189, -0.004600
2649, 0.5308, 0.007300
2650, 0.5298, 0.006300
2651, 0.4998, -0.02370
2652, 0.5309, 0.007400
2653, 0.5322, 0.008700
2654, 0.5166, -0.006900
2655, 0.5156, -0.007900
2656, 0.5297, 0.006200
2657, 0.5164, -0.007100
2658, 0.5049, -0.01860
2659, 0.5254, 0.001900
2660, 0.5331, 0.009600
2661, 0.5370, 0.01350
2662, 0.5270, 0.003500
2663, 0.5205, -0.003000
2664, 0.5327, 0.009200
2665, 0.5253, 0.001800
2666, 0.5169, -0.006600
2667, 0.5422, 0.01870
2668, 0.5124, -0.01110
2669, 0.5170, -0.006500
2670, 0.5116, -0.01190
2671, 0.5148, -0.008700
2672, 0.5284, 0.004900
2673, 0.5140, -0.009500
2674, 0.5243, 0.0008000
2675, 0.5286, 0.005100
2676, 0.5220, -0.001500
2677, 0.5387, 0.01520
2678, 0.5291, 0.005600
2679, 0.5364, 0.01290
2680, 0.5306, 0.007100
2681, 0.5121, -0.01140
2682, 0.5414, 0.01790
2683, 0.5315, 0.008000
2684, 0.5156, -0.007900
2685, 0.5188, -0.004700
2686, 0.5212, -0.002300
2687, 0.5177, -0.005800
2688, 0.5394, 0.01590
2689, 0.5236, 0.0001000
2690, 0.5230, -0.0005000
2691, 0.5169, -0.006600
2692, 0.5137, -0.009800
2693, 0.5158, -0.007700
2694, 0.5312, 0.007700
2695, 0.5291, 0.005600
2696, 0.5230, -0.0005000
2697, 0.5362, 0.01270
2698, 0.5326, 0.009100
2699, 0.5146, -0.008900
2700, 0.5193, -0.004200
2701, 0.5250, 0.001500
2702, 0.5311, 0.007600
2703, 0.5401, 0.01660
2704, 0.5300, 0.006500
2705, 0.5383, 0.01480
2706, 0.5218, -0.001700
2707, 0.5209, -0.002600
2708, 0.5222, -0.001300
2709, 0.5194, -0.004100
2710, 0.5247, 0.001200
2711, 0.5245, 0.001000
2712, 0.5284, 0.004900
2713, 0.5267, 0.003200
2714, 0.5239, 0.0004000
2715, 0.5359, 0.01240
2716, 0.5191, -0.004400
2717, 0.5234, -0.0001000
2718, 0.5217, -0.001800
2719, 0.5395, 0.01600
2720, 0.5268, 0.003300
2721, 0.5476, 0.02410
2722, 0.5257, 0.002200
2723, 0.5149, -0.008600
2724, 0.5279, 0.004400
2725, 0.5160, -0.007500
2726, 0.5198, -0.003700
2727, 0.5306, 0.007100
2728, 0.5132, -0.01030
2729, 0.5174, -0.006100
2730, 0.5282, 0.004700
2731, 0.5306, 0.007100
2732, 0.5359, 0.01240
2733, 0.5258, 0.002300
2734, 0.5124, -0.01110
2735, 0.5159, -0.007600
2736, 0.5296, 0.006100
2737, 0.5199, -0.003600
2738, 0.5259, 0.002400
2739, 0.5290, 0.005500
2740, 0.5080, -0.01550
2741, 0.5170, -0.006500
2742, 0.5274, 0.003900
2743, 0.5235, 3.464E-17
2744, 0.5098, -0.01370
2745, 0.5046, -0.01890
2746, 0.5248, 0.001300
2747, 0.5275, 0.004000
2748, 0.5338, 0.01030
2749, 0.5249, 0.001400
2750, 0.5284, 0.004900
2751, 0.5085, -0.01500
2752, 0.5254, 0.001900
2753, 0.5191, -0.004400
2754, 0.5192, -0.004300
2755, 0.5430, 0.01950
2756, 0.5189, -0.004600
2757, 0.5390, 0.01550
2758, 0.5207, -0.002800
2759, 0.5089, -0.01460
2760, 0.5243, 0.0008000
2761, 0.5266, 0.003100
2762, 0.5163, -0.007200
2763, 0.5266, 0.003100
2764, 0.5224, -0.001100
2765, 0.5349, 0.01140
2766, 0.5043, -0.01920
2767, 0.5157, -0.007800
2768, 0.5303, 0.006800
2769, 0.5255, 0.002000
2770, 0.5217, -0.001800
2771, 0.5114, -0.01210
2772, 0.5180, -0.005500
2773, 0.5298, 0.006300
2774, 0.5342, 0.01070
2775, 0.5240, 0.0005000
2776, 0.5263, 0.002800
2777, 0.5308, 0.007300
2778, 0.5094, -0.01410
2779, 0.5005, -0.02300
2780, 0.5363, 0.01280
2781, 0.5369, 0.01340
2782, 0.5180, -0.005500
2783, 0.5163, -0.007200
2784, 0.5320, 0.008500
2785, 0.5253, 0.001800
2786, 0.5244, 0.0009000
2787, 0.5296, 0.006100
2788, 0.5301, 0.006600
2789, 0.5203, -0.003200
2790, 0.5262, 0.002700
2791, 0.5131, -0.01040
2792, 0.5190, -0.004500
2793, 0.5235, 3.464E-17
2794, 0.5258, 0.002300
2795, 0.5148, -0.008700
2796, 0.5308, 0.007300
2797, 0.5156, -0.007900
2798, 0.5211, -0.002400
2799, 0.5155, -0.008000
2800, 0.5211, -0.002400
2801, 0.5220, -0.001500
2802, 0.5207, -0.002800
2803, 0.5169, -0.006600
2804, 0.5350, 0.01150
2805, 0.5419, 0.01840
2806, 0.5299, 0.006400
2807, 0.5251, 0.001600
2808, 0.5246, 0.001100
2809, 0.5336, 0.01010
2810, 0.5352, 0.01170
2811, 0.5390, 0.01550
2812, 0.5327, 0.009200
2813, 0.5176, -0.005900
2814, 0.5220, -0.001500
2815, 0.5258, 0.002300
2816, 0.5305, 0.007000
2817, 0.5240, 0.0005000
2818, 0.5224, -0.001100
2819, 0.5232, -0.0003000
2820, 0.5287, 0.005200
2821, 0.5285, 0.005000
2822, 0.5223, -0.001200
2823, 0.5101, -0.01340
2824, 0.5407, 0.01720
2825, 0.5285, 0.005000
2826, 0.5280, 0.004500
2827, 0.5200, -0.003500
2828, 0.5212, -0.002300
2829, 0.5154, -0.008100
2830, 0.5332, 0.009700
2831, 0.5245, 0.001000
2832, 0.5314, 0.007900
2833, 0.5323, 0.008800
2834, 0.5303, 0.006800
2835, 0.5108, -0.01270
2836, 0.5127, -0.01080
2837, 0.5256, 0.002100
2838, 0.5197, -0.003800
2839, 0.5181, -0.005400
2840, 0.5268, 0.003300
2841, 0.5375, 0.01400
2842, 0.5130, -0.01050
2843, 0.5311, 0.007600
2844, 0.5218, -0.001700
2845, 0.5111, -0.01240
2846, 0.5074, -0.01610
2847, 0.5128, -0.01070
2848, 0.5267, 0.003200
2849, 0.5139, -0.009600
2850, 0.5267, 0.003200
2851, 0.5289, 0.005400
2852, 0.5130, -0.01050
2853, 0.5286, 0.005100
2854, 0.5175, -0.006000
2855, 0.5359, 0.01240
